Timestamp,CPU,Memory
1766655961.3878038,0.06%,110MiB
1766655963.896747,2.85%,110MiB
1766655965.9024808,40.83%,202.7MiB
1766655967.917145,38.74%,275.1MiB
1766655969.9225888,33.07%,348.3MiB
1766655971.9301682,34.37%,428.2MiB
1766655973.941248,50.15%,503.9MiB
1766655975.9432168,53.92%,577.4MiB
1766655977.953867,51.27%,645.4MiB
1766655979.966445,48.79%,715MiB
1766655981.971773,59.70%,779MiB
1766655983.9770381,69.51%,855.9MiB
1766655985.9871,49.41%,921.6MiB
1766655988.010795,59.65%,985.9MiB
1766655990.013189,213.81%,1.026GiB
1766655992.3589919,66.86%,1.079GiB
1766655994.3530161,58.60%,1.15GiB
1766655996.3996842,49.76%,1.205GiB
1766655998.3792331,47.99%,1.246GiB
1766656000.379678,46.42%,1.291GiB
1766656002.3863528,55.36%,1.339GiB
1766656004.387455,51.72%,1.383GiB
1766656006.396704,53.86%,1.428GiB
1766656008.403819,56.76%,1.469GiB
1766656010.409145,70.23%,1.512GiB
1766656012.462154,60.98%,1.568GiB
1766656014.454178,164.06%,1.633GiB
1766656016.46453,208.89%,1.72GiB
1766656018.464463,200.72%,1.786GiB
1766656020.480436,201.63%,1.853GiB
1766656022.492747,203.68%,1.896GiB
1766656024.4996428,207.69%,1.959GiB
1766656026.513791,210.13%,2.071GiB
1766656028.521717,201.44%,2.131GiB
1766656030.537143,205.08%,2.16GiB
1766656032.550987,202.08%,2.272GiB
1766656034.546986,207.78%,2.537GiB
1766656036.558379,207.96%,2.512GiB
1766656038.5642262,201.30%,2.513GiB
1766656040.5716321,203.74%,2.513GiB
1766656042.57494,203.34%,2.514GiB
1766656044.586876,208.52%,2.517GiB
1766656046.587948,207.30%,2.517GiB
1766656048.593782,202.31%,2.517GiB
1766656050.5998678,241.19%,2.525GiB
1766656052.604969,203.08%,2.521GiB
1766656054.6232908,214.50%,2.773GiB
1766656056.62918,206.90%,2.861GiB
1766656058.65368,208.21%,2.975GiB
1766656060.65506,204.96%,3.1GiB
1766656062.661809,203.26%,3.151GiB
1766656064.670523,201.69%,3.168GiB
1766656066.682574,105.26%,2.846GiB
1766656068.6859431,105.12%,2.863GiB
1766656070.7133281,131.83%,2.883GiB
1766656072.702623,113.44%,2.951GiB
1766656074.7111008,149.03%,3.016GiB
1766656076.7106209,103.70%,3.077GiB
1766656078.7416809,103.58%,3.153GiB
1766656080.759754,100.99%,3.206GiB
1766656082.763357,101.46%,3.249GiB
1766656084.791841,102.04%,3.404GiB
1766656086.7955918,125.22%,3.117GiB
1766656088.817961,426.26%,3.016GiB
1766656090.824482,425.12%,3.006GiB
1766656092.8619368,428.06%,3.042GiB
1766656094.866848,416.11%,3.039GiB
1766656096.9052951,443.66%,3.094GiB
1766656098.933457,425.19%,3.117GiB
1766656100.944365,412.91%,3.121GiB
