Timestamp,CPU,Memory
1766657280.87729,104.34%,4.731GiB
1766657282.884166,100.54%,4.732GiB
1766657284.896965,122.39%,4.733GiB
1766657286.899751,113.62%,4.734GiB
1766657288.9160771,108.38%,4.734GiB
1766657290.913478,103.49%,5.329GiB
1766657292.9247098,102.54%,5.33GiB
1766657294.937259,102.20%,5.33GiB
1766657296.94476,106.04%,5.331GiB
1766657298.984193,112.23%,5.33GiB
1766657300.990734,101.79%,5.331GiB
1766657303.010808,107.37%,5.331GiB
1766657305.0278258,112.86%,5.331GiB
1766657307.0317419,104.14%,5.331GiB
1766657309.041562,105.70%,5.331GiB
1766657311.056455,101.73%,5.373GiB
1766657313.055826,106.13%,5.465GiB
1766657315.0793548,297.35%,4.688GiB
1766657317.087523,368.01%,4.697GiB
1766657319.095855,399.00%,4.689GiB
1766657321.1388988,422.80%,4.691GiB
1766657323.133019,425.47%,4.692GiB
