Timestamp,CPU,Memory
1766656931.364737,0.31%,4.476GiB
1766656933.878797,2.09%,4.477GiB
1766656935.886515,265.32%,4.505GiB
1766656937.889844,203.93%,4.518GiB
1766656939.8918982,128.49%,4.524GiB
1766656941.899649,119.48%,4.518GiB
1766656943.916223,113.61%,4.52GiB
1766656945.9245582,112.57%,4.523GiB
1766656947.930567,217.01%,4.539GiB
1766656949.945903,238.29%,4.543GiB
1766656951.9454231,121.86%,4.549GiB
1766656953.956644,114.03%,4.55GiB
1766656955.9764109,133.55%,4.552GiB
1766656957.983637,218.12%,4.555GiB
1766656959.999498,204.05%,4.568GiB
1766656961.998174,100.80%,4.565GiB
1766656964.0091252,105.17%,4.566GiB
1766656966.030602,97.02%,4.569GiB
1766656968.0515761,207.98%,4.571GiB
1766656970.0400472,168.84%,4.573GiB
1766656972.123779,102.69%,4.57GiB
1766656974.120955,106.50%,4.572GiB
1766656976.148161,93.35%,4.575GiB
1766656978.165878,182.36%,4.576GiB
1766656980.172141,165.24%,4.577GiB
1766656982.178464,96.53%,4.575GiB
1766656984.187844,103.79%,4.577GiB
1766656986.226518,102.00%,4.579GiB
1766656988.231008,159.53%,4.581GiB
1766656990.236012,118.50%,4.58GiB
1766656992.253398,115.63%,4.58GiB
1766656994.2608042,101.30%,4.582GiB
1766656996.2777479,145.23%,4.575GiB
1766656998.281527,166.52%,4.576GiB
1766657000.287195,102.59%,4.577GiB
1766657002.298235,95.26%,4.579GiB
1766657004.307325,114.89%,4.581GiB
1766657006.3122299,171.38%,4.583GiB
1766657008.315028,115.02%,4.584GiB
1766657010.395693,94.82%,4.584GiB
1766657012.417751,102.97%,4.586GiB
1766657014.43656,172.55%,4.587GiB
1766657016.449047,147.52%,4.588GiB
1766657018.467098,102.89%,4.586GiB
1766657020.474045,109.58%,4.587GiB
1766657022.4896882,103.84%,4.588GiB
1766657024.510703,110.73%,4.589GiB
1766657026.539098,278.28%,4.59GiB
1766657028.5434759,187.45%,4.592GiB
1766657030.555111,113.62%,4.592GiB
1766657032.561661,141.67%,4.591GiB
1766657034.579011,108.92%,4.592GiB
1766657036.581037,105.76%,4.594GiB
1766657038.595758,188.84%,4.594GiB
1766657040.696193,176.32%,4.595GiB
1766657042.669049,129.18%,4.596GiB
1766657044.702446,117.72%,4.596GiB
1766657046.7056499,108.63%,4.597GiB
1766657048.714905,122.11%,4.598GiB
1766657050.7211268,156.07%,4.599GiB
1766657052.8518898,117.60%,4.599GiB
1766657054.8007119,108.95%,4.601GiB
1766657056.811855,103.37%,4.591GiB
1766657058.842656,117.27%,4.591GiB
1766657060.844515,104.99%,4.593GiB
1766657062.866354,120.22%,4.594GiB
1766657064.904097,107.59%,4.596GiB
1766657066.90124,108.81%,4.597GiB
1766657068.909284,148.45%,4.598GiB
1766657070.9119601,169.56%,4.6GiB
1766657072.922224,141.85%,4.601GiB
1766657074.9380789,113.09%,4.602GiB
1766657076.937045,119.16%,4.603GiB
1766657078.9480581,123.06%,4.605GiB
1766657081.0198662,192.92%,4.606GiB
1766657083.009212,150.38%,4.608GiB
1766657085.012804,106.85%,4.611GiB
1766657087.0220559,107.57%,4.61GiB
1766657089.030785,178.15%,4.612GiB
1766657091.035912,171.28%,4.613GiB
1766657093.055906,114.74%,4.615GiB
1766657095.110089,116.98%,4.615GiB
1766657097.119678,92.24%,4.617GiB
1766657099.126574,138.28%,4.618GiB
1766657101.135843,214.79%,4.62GiB
1766657103.151583,196.33%,4.622GiB
1766657105.164469,140.60%,4.62GiB
1766657107.182946,147.49%,4.622GiB
1766657109.184884,136.82%,4.623GiB
1766657111.200785,169.17%,4.625GiB
1766657113.197506,198.11%,4.626GiB
1766657115.220087,182.27%,4.627GiB
1766657117.236236,128.48%,4.617GiB
1766657119.2382212,138.55%,4.619GiB
1766657121.244525,125.09%,4.622GiB
1766657123.257319,196.62%,4.624GiB
1766657125.270828,199.11%,4.625GiB
1766657127.286411,218.68%,4.627GiB
1766657129.299856,144.67%,4.628GiB
1766657131.304536,176.19%,4.629GiB
1766657133.3129191,120.49%,4.641GiB
1766657135.32639,121.29%,4.642GiB
1766657137.411126,183.29%,4.644GiB
1766657139.354362,304.73%,4.654GiB
1766657141.4156952,130.94%,4.644GiB
1766657143.424735,103.43%,4.616GiB
1766657145.43199,128.33%,4.617GiB
1766657147.579372,167.62%,4.618GiB
1766657149.584393,146.48%,4.62GiB
1766657151.593555,112.24%,4.621GiB
1766657153.614054,110.41%,4.623GiB
1766657155.620397,304.79%,4.652GiB
1766657157.631007,173.66%,4.654GiB
1766657159.637501,129.07%,4.654GiB
1766657161.721173,247.05%,4.658GiB
1766657163.7198741,195.26%,4.664GiB
1766657165.7435699,125.80%,4.665GiB
1766657167.7506921,98.28%,4.665GiB
1766657169.763037,99.03%,4.667GiB
1766657171.7727911,98.83%,4.667GiB
1766657173.774192,104.85%,4.668GiB
1766657175.78846,95.96%,4.669GiB
1766657177.792161,93.82%,4.669GiB
1766657179.868798,169.98%,4.671GiB
1766657181.8279748,95.72%,4.671GiB
1766657183.872329,160.17%,4.672GiB
1766657185.903004,79.78%,4.673GiB
1766657187.905096,103.91%,4.673GiB
1766657190.329958,172.36%,4.68GiB
1766657192.3392892,89.70%,4.68GiB
1766657194.361286,192.95%,4.683GiB
1766657196.368705,94.18%,4.682GiB
1766657198.377645,110.38%,4.684GiB
1766657200.3946428,97.82%,4.686GiB
1766657202.397233,161.00%,4.675GiB
1766657204.407795,100.38%,4.676GiB
1766657206.427159,98.27%,4.677GiB
1766657208.427468,112.19%,4.679GiB
1766657210.4332511,95.43%,4.68GiB
1766657212.471574,136.95%,4.681GiB
1766657214.47354,107.69%,4.682GiB
1766657216.480696,95.16%,4.683GiB
1766657218.4953191,152.45%,4.686GiB
1766657220.505367,104.93%,4.686GiB
1766657222.507325,141.25%,4.687GiB
1766657224.5759842,105.51%,4.688GiB
1766657226.572736,109.54%,4.689GiB
1766657228.581346,166.88%,4.692GiB
1766657230.612503,108.21%,4.691GiB
1766657232.613021,105.51%,4.694GiB
1766657234.64297,104.56%,4.693GiB
1766657236.649913,108.87%,4.695GiB
1766657238.653717,186.23%,4.697GiB
1766657240.665747,142.86%,4.698GiB
1766657242.6808572,140.90%,4.698GiB
1766657244.686514,169.88%,4.7GiB
1766657246.6987252,138.34%,4.7GiB
1766657248.703061,139.31%,4.701GiB
1766657250.70385,177.06%,4.705GiB
1766657252.7106292,159.03%,4.706GiB
1766657254.739676,176.20%,4.709GiB
1766657256.732051,270.68%,4.711GiB
1766657258.7411919,229.29%,4.712GiB
1766657260.749635,249.10%,4.713GiB
1766657262.7537742,273.92%,4.708GiB
1766657264.790776,149.30%,4.71GiB
1766657266.8020248,139.35%,4.722GiB
1766657268.810525,119.77%,4.712GiB
1766657270.815089,130.96%,4.715GiB
1766657272.817832,104.22%,4.718GiB
1766657274.857995,102.12%,4.722GiB
1766657276.858898,102.93%,4.726GiB
1766657278.8642519,109.71%,4.729GiB
