Timestamp,CPU,Memory
1766608834.0900831,1.21%,4.457GiB
1766608836.603689,229.41%,4.482GiB
1766608838.6080089,256.22%,4.505GiB
1766608840.611032,160.30%,4.51GiB
1766608842.645591,134.40%,4.515GiB
1766608844.6692412,122.21%,4.517GiB
1766608846.675665,113.37%,4.518GiB
1766608848.680012,108.87%,4.521GiB
1766608850.686348,280.99%,4.542GiB
1766608852.696477,215.41%,4.552GiB
1766608854.7000031,113.59%,4.55GiB
1766608856.7078001,118.29%,4.553GiB
1766608858.707145,190.18%,4.557GiB
1766608860.715173,135.39%,4.557GiB
1766608862.7226748,103.61%,4.559GiB
1766608864.725308,103.22%,4.561GiB
1766608866.736246,196.65%,4.563GiB
1766608868.7564049,100.21%,4.562GiB
1766608870.746337,99.93%,4.565GiB
1766608872.750722,105.34%,4.566GiB
1766608874.768842,155.29%,4.569GiB
1766608876.7740989,94.82%,4.568GiB
1766608878.789173,93.67%,4.57GiB
1766608880.7940109,172.85%,4.572GiB
1766608882.793819,129.55%,4.574GiB
1766608884.806169,99.34%,4.572GiB
1766608886.813756,104.00%,4.575GiB
1766608888.8217971,179.78%,4.576GiB
1766608890.8416011,178.33%,4.577GiB
1766608892.833216,90.67%,4.576GiB
1766608894.8404999,103.70%,4.578GiB
1766608896.847394,166.04%,4.58GiB
1766608898.853303,146.29%,4.57GiB
1766608900.8599622,102.84%,4.571GiB
1766608903.080863,99.56%,4.573GiB
1766608905.049095,111.06%,4.574GiB
1766608907.0506399,103.31%,4.576GiB
1766608909.077088,101.12%,4.578GiB
1766608911.080697,167.66%,4.58GiB
1766608913.0925162,123.09%,4.582GiB
1766608915.094881,98.19%,4.583GiB
1766608917.1389692,94.37%,4.585GiB
1766608919.1472452,170.16%,4.586GiB
1766608921.155464,112.33%,4.585GiB
1766608923.159254,100.95%,4.587GiB
1766608925.169167,133.54%,4.589GiB
1766608927.1746361,167.57%,4.59GiB
1766608929.203089,104.61%,4.589GiB
1766608931.2093859,105.43%,4.591GiB
1766608933.2211058,87.37%,4.593GiB
1766608935.222027,157.76%,4.595GiB
1766608937.227707,128.37%,4.595GiB
1766608939.234251,102.31%,4.595GiB
1766608941.240958,96.22%,4.597GiB
1766608943.2647932,157.04%,4.598GiB
1766608945.2708638,128.41%,4.6GiB
1766608947.272726,100.70%,4.599GiB
1766608949.279392,99.11%,4.601GiB
1766608951.286849,169.20%,4.602GiB
1766608953.2896209,130.11%,4.604GiB
1766608955.302643,105.45%,4.603GiB
1766608957.303631,196.04%,4.59GiB
1766608959.310661,154.28%,4.594GiB
1766608961.314188,103.95%,4.595GiB
1766608963.325258,126.60%,4.596GiB
1766608965.355814,135.12%,4.598GiB
1766608967.341334,102.89%,4.599GiB
1766608969.360115,120.02%,4.601GiB
1766608971.362126,102.91%,4.602GiB
1766608973.371352,128.30%,4.603GiB
