Timestamp,CPU,Memory
1766490756.8346019,1.40%,4.47GiB
1766490759.3700109,3.30%,4.471GiB
1766490761.3706071,303.54%,4.505GiB
1766490763.400573,167.63%,4.511GiB
1766490765.393426,278.06%,4.534GiB
1766490767.405407,153.81%,4.541GiB
1766490769.412145,109.92%,4.554GiB
1766490771.417283,142.76%,4.563GiB
1766490773.423945,179.32%,4.565GiB
1766490775.433722,187.56%,4.568GiB
1766490777.4355788,137.92%,4.57GiB
1766490779.437495,98.65%,4.57GiB
1766490781.449687,112.31%,4.572GiB
1766490783.459668,157.30%,4.575GiB
1766490785.466954,155.68%,4.577GiB
1766490787.469255,104.96%,4.578GiB
1766490789.475743,107.39%,4.581GiB
1766490791.4852731,126.65%,4.584GiB
1766490793.4922528,194.60%,4.587GiB
1766490795.50484,120.26%,4.59GiB
1766490797.504371,155.46%,4.591GiB
1766490799.511421,183.99%,4.595GiB
1766490801.524918,284.42%,4.617GiB
1766490803.526568,191.72%,4.606GiB
1766490805.5305972,182.98%,4.608GiB
1766490807.5390131,174.57%,4.612GiB
1766490809.5470028,140.66%,4.612GiB
1766490811.55448,111.67%,4.613GiB
1766490813.559585,101.25%,4.614GiB
1766490815.567361,99.83%,4.615GiB
1766490817.572223,125.54%,4.616GiB
1766490819.575924,99.59%,4.619GiB
1766490821.5845,175.43%,4.607GiB
1766490823.592791,158.78%,4.611GiB
1766490825.5940218,144.92%,4.613GiB
1766490827.601114,135.26%,4.616GiB
1766490829.607569,119.16%,4.618GiB
1766490831.619479,157.77%,4.619GiB
1766490833.628299,177.27%,4.621GiB
1766490835.629708,270.13%,4.627GiB
1766490837.6367638,154.81%,4.624GiB
1766490839.6405702,100.47%,4.626GiB
1766490841.646407,99.20%,4.626GiB
1766490843.654711,97.05%,4.627GiB
1766490845.661155,125.07%,4.629GiB
1766490847.664528,150.11%,4.63GiB
1766490849.66815,99.36%,4.633GiB
1766490851.6753962,188.81%,4.636GiB
1766490853.67648,163.26%,4.638GiB
1766490855.67952,137.35%,4.641GiB
1766490857.688322,118.92%,4.643GiB
1766490859.696386,99.92%,4.643GiB
1766490861.700018,169.86%,4.645GiB
1766490863.705573,233.86%,4.645GiB
1766490865.713055,95.36%,4.647GiB
1766490867.717203,114.41%,4.769GiB
1766490869.72779,107.55%,4.667GiB
1766490871.732534,107.82%,4.672GiB
1766490873.7423282,100.39%,4.677GiB
1766490875.7473438,138.16%,4.702GiB
1766490877.753119,101.88%,4.746GiB
1766490879.760942,105.45%,4.749GiB
1766490881.763983,99.87%,4.767GiB
1766490883.7682052,100.26%,4.798GiB
1766490885.773993,74.11%,5.04GiB
1766490887.799513,167.02%,4.652GiB
1766490889.788037,113.75%,4.658GiB
1766490891.796151,106.66%,4.664GiB
1766490893.800799,80.90%,4.666GiB
1766490895.810915,126.71%,4.666GiB
1766490897.8119712,101.22%,4.667GiB
1766490899.825661,111.28%,4.668GiB
1766490901.832725,122.49%,4.678GiB
1766490903.834322,69.11%,4.689GiB
1766490905.8422022,85.68%,4.691GiB
1766490907.848533,56.71%,4.704GiB
1766490909.85986,95.36%,4.708GiB
1766490911.861155,64.33%,4.708GiB
1766490913.869215,69.22%,4.708GiB
1766490915.875382,72.34%,4.708GiB
1766490917.880642,62.61%,4.708GiB
1766490919.885582,61.70%,4.708GiB
1766490921.889338,74.95%,4.708GiB
1766490923.896368,100.94%,4.709GiB
1766490925.9046988,81.84%,4.708GiB
1766490927.902924,80.17%,4.709GiB
1766490929.917019,79.25%,4.709GiB
1766490931.922924,79.34%,4.708GiB
1766490933.9307761,71.78%,4.709GiB
1766490935.9373078,72.01%,4.709GiB
1766490937.938797,72.20%,4.709GiB
1766490939.95049,75.07%,4.709GiB
1766490941.955538,77.57%,4.71GiB
1766490943.961544,62.65%,4.711GiB
1766490945.9801972,60.46%,4.71GiB
1766490947.9718468,63.41%,4.71GiB
1766490949.980684,67.63%,4.71GiB
