Timestamp,CPU,Memory
1766489515.339753,0.07%,88.73MiB
1766489517.859536,3.38%,88.73MiB
1766489519.861536,37.81%,192.5MiB
1766489521.869536,36.20%,279.9MiB
1766489523.876105,33.35%,360.4MiB
1766489525.8828318,36.40%,447.3MiB
1766489527.888832,36.29%,531.8MiB
1766489529.899843,33.24%,615MiB
1766489531.907423,54.19%,696.8MiB
1766489533.924667,47.85%,779.9MiB
1766489535.9239192,130.51%,847.1MiB
1766489537.9429069,50.32%,925.2MiB
1766489539.9639108,48.79%,1009MiB
1766489541.9482508,50.10%,1.066GiB
1766489543.9792562,41.10%,1.116GiB
1766489545.9694872,199.72%,1.245GiB
1766489547.970633,204.63%,1.308GiB
1766489549.9933739,202.14%,1.374GiB
1766489551.988172,199.76%,1.428GiB
1766489553.992418,200.35%,1.478GiB
1766489555.999259,200.71%,1.593GiB
1766489558.006016,202.00%,1.84GiB
1766489560.0141141,201.68%,1.851GiB
1766489562.019655,200.29%,1.852GiB
1766489564.023207,199.72%,1.853GiB
1766489566.030265,199.94%,1.853GiB
1766489568.03714,203.85%,1.853GiB
1766489570.047154,203.23%,1.854GiB
1766489572.052968,200.44%,2.042GiB
1766489574.060661,199.26%,2.077GiB
1766489576.06756,199.95%,2.078GiB
1766489578.0696251,204.02%,2.077GiB
1766489580.078877,202.48%,2.078GiB
1766489582.083154,199.96%,2.135GiB
1766489584.088028,200.32%,2.274GiB
1766489586.095948,199.90%,2.412GiB
1766489588.104023,205.78%,2.545GiB
1766489590.110334,202.96%,2.601GiB
1766489592.114124,199.69%,2.615GiB
1766489594.1232378,194.25%,2.347GiB
1766489596.1313019,102.71%,2.374GiB
1766489598.143038,417.35%,2.325GiB
1766489600.150239,403.52%,2.337GiB
1766489602.154523,402.42%,2.33GiB
1766489604.15344,400.37%,2.356GiB
1766489606.16239,401.49%,2.355GiB
1766489608.170222,405.56%,2.347GiB
1766489610.174749,402.24%,2.382GiB
1766489612.182658,402.98%,2.378GiB
1766489614.196982,422.05%,2.381GiB
1766489616.2162838,414.79%,2.384GiB
1766489618.215789,411.98%,2.391GiB
1766489620.220544,408.82%,2.39GiB
1766489622.240371,404.60%,2.393GiB
1766489624.248713,407.51%,2.396GiB
1766489626.255966,399.08%,2.395GiB
1766489628.25616,401.34%,2.392GiB
1766489630.26409,401.22%,2.388GiB
