Timestamp,CPU,Memory
1766489651.560672,1.71%,4.451GiB
1766489654.079627,242.84%,4.485GiB
1766489656.0778549,255.93%,4.498GiB
1766489658.083564,225.59%,4.515GiB
1766489660.092818,133.66%,4.513GiB
1766489662.099136,175.19%,4.526GiB
1766489664.100632,203.35%,4.529GiB
1766489666.1096902,158.70%,4.533GiB
1766489668.112124,109.59%,4.539GiB
1766489670.1153631,101.93%,4.541GiB
1766489672.122348,141.30%,4.543GiB
1766489674.128864,183.40%,4.544GiB
1766489676.128644,138.84%,4.547GiB
1766489678.13552,104.61%,4.548GiB
1766489680.1403048,114.58%,4.55GiB
1766489682.1486259,101.96%,4.552GiB
1766489684.155664,159.91%,4.556GiB
1766489686.1559339,112.23%,4.558GiB
1766489688.1649668,88.61%,4.559GiB
1766489690.1742022,178.87%,4.563GiB
1766489692.1805718,169.37%,4.565GiB
1766489694.1841521,167.33%,4.568GiB
1766489696.188399,172.85%,4.581GiB
1766489698.197536,180.81%,4.582GiB
1766489700.205285,175.62%,4.578GiB
1766489702.215992,135.27%,4.58GiB
1766489704.219434,114.86%,4.581GiB
1766489706.227762,102.13%,4.581GiB
1766489708.232861,116.05%,4.582GiB
1766489710.241208,136.92%,4.584GiB
1766489712.249664,185.17%,4.586GiB
1766489714.257249,135.82%,4.572GiB
1766489716.26223,98.81%,4.573GiB
1766489718.26107,108.58%,4.575GiB
1766489720.2643,103.24%,4.578GiB
1766489722.2741508,105.63%,4.58GiB
1766489724.278186,134.77%,4.582GiB
1766489726.290433,194.01%,4.586GiB
1766489728.291609,115.27%,4.588GiB
1766489730.30532,133.68%,4.589GiB
1766489732.312403,230.10%,4.591GiB
1766489734.32037,238.01%,4.594GiB
1766489736.330775,135.56%,4.593GiB
1766489738.331127,97.16%,4.594GiB
1766489740.349973,140.93%,4.596GiB
1766489742.354645,119.61%,4.599GiB
1766489744.356951,127.18%,4.602GiB
1766489746.362425,99.55%,4.602GiB
1766489748.3699882,203.06%,4.605GiB
1766489750.38321,123.50%,4.607GiB
1766489752.3938088,101.67%,4.609GiB
1766489754.398514,157.23%,4.61GiB
1766489756.413153,206.51%,4.613GiB
1766489758.423576,165.29%,4.613GiB
1766489760.43293,199.07%,4.614GiB
1766489762.471859,167.04%,4.631GiB
1766489764.471972,101.65%,4.633GiB
1766489766.484159,131.18%,4.634GiB
1766489768.497301,137.35%,4.635GiB
1766489770.5122318,104.08%,4.635GiB
1766489772.530478,97.46%,4.636GiB
1766489774.540805,103.16%,4.643GiB
1766489776.5500998,107.33%,4.648GiB
1766489778.554971,113.36%,4.67GiB
1766489780.576766,103.94%,4.673GiB
1766489782.5848398,102.40%,4.683GiB
1766489784.591091,101.97%,4.776GiB
1766489786.600019,109.94%,4.843GiB
1766489788.605367,102.83%,4.917GiB
1766489790.606869,104.34%,4.989GiB
1766489792.615123,104.36%,5.05GiB
1766489794.636876,68.16%,4.592GiB
1766489796.635947,407.94%,4.632GiB
1766489798.648872,289.99%,4.634GiB
1766489800.6568902,249.66%,4.637GiB
1766489802.6734772,256.03%,4.671GiB
1766489804.6765592,122.27%,4.674GiB
1766489806.674901,90.84%,4.676GiB
1766489808.688231,227.36%,4.688GiB
1766489810.6936781,218.51%,4.688GiB
1766489812.7074502,158.50%,4.688GiB
1766489814.7039309,145.95%,4.688GiB
1766489816.716368,254.18%,4.689GiB
1766489818.8159401,281.26%,4.689GiB
1766489820.781945,295.18%,4.689GiB
1766489822.7962282,237.88%,4.691GiB
1766489824.802596,118.96%,4.693GiB
1766489826.805381,151.79%,4.692GiB
1766489828.8138251,98.59%,4.692GiB
