Timestamp,CPU,Memory
1766485389.147029,0.12%,88.64MiB
1766485391.669122,3.89%,88.64MiB
1766485393.6691961,34.45%,189.1MiB
1766485395.687951,37.41%,270MiB
1766485397.687069,35.38%,350.9MiB
1766485399.691602,32.25%,441.1MiB
1766485401.6992261,38.51%,521.7MiB
1766485403.705698,35.06%,612.6MiB
1766485405.719239,48.17%,696.5MiB
1766485407.724247,48.60%,779.8MiB
1766485409.732563,45.11%,863.1MiB
1766485411.7345438,47.29%,946.1MiB
1766485413.7475252,46.21%,1.005GiB
1766485415.7650108,42.56%,1.086GiB
1766485417.774703,199.36%,1.213GiB
1766485419.786429,200.23%,1.297GiB
1766485421.792796,202.80%,1.36GiB
1766485423.792475,200.64%,1.419GiB
1766485425.8009,199.45%,1.463GiB
1766485427.816589,200.03%,1.54GiB
1766485429.815922,199.55%,1.756GiB
1766485431.824076,202.25%,1.849GiB
1766485433.834122,200.17%,1.85GiB
1766485435.848236,199.78%,1.85GiB
1766485437.846532,199.79%,1.85GiB
1766485439.8511832,199.70%,1.851GiB
1766485441.8564322,202.23%,1.852GiB
1766485443.8679402,199.71%,1.918GiB
1766485445.882772,200.20%,2.073GiB
1766485447.882014,199.75%,2.076GiB
1766485449.882638,199.66%,2.076GiB
1766485451.890951,203.65%,2.076GiB
1766485453.896087,198.95%,2.076GiB
1766485455.906692,200.34%,2.254GiB
1766485457.907187,199.50%,2.343GiB
1766485459.91615,199.40%,2.483GiB
1766485461.917262,202.65%,2.594GiB
1766485463.924642,199.23%,2.609GiB
1766485465.937085,199.33%,2.616GiB
1766485467.941557,100.29%,2.367GiB
1766485469.9674938,101.66%,2.402GiB
